review_id,customer_id,product_id,review_text,rating,purchase_category,purchase_amount
R04676,C04676,P4676,Amazing quality and very durable.,4,Books,37.18
R04677,C04677,P4677,"Exceeded my expectations, excellent service.",4,Electronics,249.24
R04678,C04678,P4678,"Worst purchase ever, do not recommend.",1,Clothing,276.45
R04679,C04679,P4679,"Five stars, would buy again.",4,Clothing,224.38
R04680,C04680,P4680,"Shipping took too long, bad customer service.",2,Clothing,374.97
R04681,C04681,P4681,Amazing quality and very durable.,5,Home Decor,481.09
R04682,C04682,P4682,"Shipping took too long, bad customer service.",2,Home Decor,115.11
R04683,C04683,P4683,"Worst purchase ever, do not recommend.",2,Electronics,120.85
R04684,C04684,P4684,"Exceeded my expectations, excellent service.",4,Clothing,205.33
R04685,C04685,P4685,"Exceeded my expectations, excellent service.",5,Clothing,381.69
R04686,C04686,P4686,"It does what it says, but nothing exceptional.",3,Clothing,227.51
R04687,C04687,P4687,"Not worth the money, poor quality.",2,Books,415.55
R04688,C04688,P4688,"It does what it says, but nothing exceptional.",3,Electronics,51.68
R04689,C04689,P4689,"Neutral experience, might buy again.",3,Clothing,360.14
R04690,C04690,P4690,"Shipping took too long, bad customer service.",1,Clothing,304.5
R04691,C04691,P4691,"Great product, works perfectly!",5,Toys,313.23
R04692,C04692,P4692,"Five stars, would buy again.",5,Home Decor,60.79
R04693,C04693,P4693,"Terrible experience, never buying again.",2,Electronics,476.0
R04694,C04694,P4694,"Broke within a week, very disappointed.",1,Books,100.54
R04695,C04695,P4695,"Worst purchase ever, do not recommend.",1,Clothing,413.82
R04696,C04696,P4696,"Terrible experience, never buying again.",1,Home Decor,437.31
R04697,C04697,P4697,"Great product, works perfectly!",5,Electronics,484.82
R04698,C04698,P4698,"Great product, works perfectly!",5,Books,97.21
R04699,C04699,P4699,"Five stars, would buy again.",4,Toys,68.22
R04700,C04700,P4700,"Five stars, would buy again.",5,Books,70.95
R04701,C04701,P4701,"Great product, works perfectly!",5,Clothing,135.93
R04702,C04702,P4702,"Terrible experience, never buying again.",1,Books,87.6
R04703,C04703,P4703,"Not bad, but not great either.",3,Books,24.56
R04704,C04704,P4704,"Worst purchase ever, do not recommend.",2,Books,134.67
R04705,C04705,P4705,"Average quality, nothing special.",3,Clothing,329.33
R04706,C04706,P4706,"Worst purchase ever, do not recommend.",2,Electronics,89.34
R04707,C04707,P4707,Amazing quality and very durable.,4,Books,435.6
R04708,C04708,P4708,"Exceeded my expectations, excellent service.",5,Clothing,447.75
R04709,C04709,P4709,"Not worth the money, poor quality.",2,Home Decor,307.55
R04710,C04710,P4710,"Shipping took too long, bad customer service.",2,Clothing,363.46
R04711,C04711,P4711,"Broke within a week, very disappointed.",2,Books,181.27
R04712,C04712,P4712,"Broke within a week, very disappointed.",2,Home Decor,233.6
R04713,C04713,P4713,"Great product, works perfectly!",5,Home Decor,8.62
R04714,C04714,P4714,"Not bad, but not great either.",3,Books,380.19
R04715,C04715,P4715,"Shipping took too long, bad customer service.",2,Toys,37.81
R04716,C04716,P4716,"Terrible experience, never buying again.",1,Books,33.02
R04717,C04717,P4717,"Terrible experience, never buying again.",2,Toys,346.62
R04718,C04718,P4718,"Great product, works perfectly!",5,Electronics,346.29
R04719,C04719,P4719,"Worst purchase ever, do not recommend.",1,Home Decor,420.24
R04720,C04720,P4720,"Great product, works perfectly!",5,Books,139.7
R04721,C04721,P4721,"Exceeded my expectations, excellent service.",4,Toys,284.69
R04722,C04722,P4722,"Five stars, would buy again.",5,Electronics,83.98
R04723,C04723,P4723,"Terrible experience, never buying again.",1,Clothing,188.76
R04724,C04724,P4724,"It's okay, not the best.",3,Toys,391.49
R04725,C04725,P4725,"Not worth the money, poor quality.",1,Clothing,420.89
R04726,C04726,P4726,"It does what it says, but nothing exceptional.",3,Clothing,323.41
R04727,C04727,P4727,"Terrible experience, never buying again.",1,Home Decor,34.45
R04728,C04728,P4728,"Broke within a week, very disappointed.",2,Home Decor,243.95
R04729,C04729,P4729,"Great product, works perfectly!",5,Home Decor,309.98
R04730,C04730,P4730,Amazing quality and very durable.,4,Toys,53.9
R04731,C04731,P4731,"Neutral experience, might buy again.",3,Electronics,318.97
R04732,C04732,P4732,"Neutral experience, might buy again.",3,Toys,76.5
R04733,C04733,P4733,"Terrible experience, never buying again.",2,Toys,376.57
R04734,C04734,P4734,"Not worth the money, poor quality.",2,Books,274.27
R04735,C04735,P4735,"Not worth the money, poor quality.",1,Electronics,235.48
R04736,C04736,P4736,"It does what it says, but nothing exceptional.",3,Clothing,295.75
R04737,C04737,P4737,"Five stars, would buy again.",5,Clothing,369.01
R04738,C04738,P4738,"Worst purchase ever, do not recommend.",1,Books,239.96
R04739,C04739,P4739,"Not worth the money, poor quality.",2,Clothing,373.48
R04740,C04740,P4740,"Average quality, nothing special.",3,Electronics,491.57
R04741,C04741,P4741,"Loved it, highly recommend.",4,Clothing,433.45
R04742,C04742,P4742,"Loved it, highly recommend.",4,Home Decor,289.3
R04743,C04743,P4743,"It does what it says, but nothing exceptional.",3,Books,106.32
R04744,C04744,P4744,Amazing quality and very durable.,5,Electronics,92.84
R04745,C04745,P4745,"It does what it says, but nothing exceptional.",3,Home Decor,43.67
R04746,C04746,P4746,"Five stars, would buy again.",5,Books,250.52
R04747,C04747,P4747,"Not worth the money, poor quality.",2,Clothing,152.78
R04748,C04748,P4748,Amazing quality and very durable.,5,Books,76.36
R04749,C04749,P4749,"Loved it, highly recommend.",5,Clothing,148.36
R04750,C04750,P4750,"Average quality, nothing special.",3,Home Decor,136.18
R04751,C04751,P4751,"It does what it says, but nothing exceptional.",3,Home Decor,445.59
R04752,C04752,P4752,"Great product, works perfectly!",4,Books,324.61
R04753,C04753,P4753,"Worst purchase ever, do not recommend.",2,Books,110.92
R04754,C04754,P4754,"Terrible experience, never buying again.",1,Electronics,212.51
R04755,C04755,P4755,"Average quality, nothing special.",3,Home Decor,58.4
R04756,C04756,P4756,"Broke within a week, very disappointed.",2,Books,415.08
R04757,C04757,P4757,"Not worth the money, poor quality.",2,Clothing,30.55
R04758,C04758,P4758,"Loved it, highly recommend.",4,Clothing,100.25
R04759,C04759,P4759,"It's okay, not the best.",3,Books,194.37
R04760,C04760,P4760,"It's okay, not the best.",3,Toys,218.65
R04761,C04761,P4761,"Not worth the money, poor quality.",2,Electronics,345.33
R04762,C04762,P4762,"It does what it says, but nothing exceptional.",3,Books,111.48
R04763,C04763,P4763,"Exceeded my expectations, excellent service.",4,Electronics,240.07
R04764,C04764,P4764,"Exceeded my expectations, excellent service.",4,Home Decor,78.91
R04765,C04765,P4765,"Loved it, highly recommend.",4,Electronics,202.68
R04766,C04766,P4766,"Not bad, but not great either.",3,Books,348.76
R04767,C04767,P4767,"Not bad, but not great either.",3,Electronics,89.07
R04768,C04768,P4768,Amazing quality and very durable.,4,Clothing,467.45
R04769,C04769,P4769,"Loved it, highly recommend.",5,Home Decor,79.97
R04770,C04770,P4770,"Worst purchase ever, do not recommend.",1,Clothing,22.4
R04771,C04771,P4771,"Terrible experience, never buying again.",2,Toys,299.31
R04772,C04772,P4772,"Exceeded my expectations, excellent service.",5,Toys,390.82
R04773,C04773,P4773,"Worst purchase ever, do not recommend.",1,Books,122.04
R04774,C04774,P4774,"Not bad, but not great either.",3,Books,447.16
R04775,C04775,P4775,"Broke within a week, very disappointed.",2,Electronics,209.98
R04776,C04776,P4776,"Great product, works perfectly!",5,Books,72.09
R04777,C04777,P4777,"Worst purchase ever, do not recommend.",2,Books,287.76
R04778,C04778,P4778,"Average quality, nothing special.",3,Books,102.31
R04779,C04779,P4779,"Shipping took too long, bad customer service.",1,Electronics,479.43
R04780,C04780,P4780,"Not worth the money, poor quality.",1,Home Decor,293.78
R04781,C04781,P4781,"Worst purchase ever, do not recommend.",1,Books,9.94
R04782,C04782,P4782,"Loved it, highly recommend.",5,Home Decor,235.1
R04783,C04783,P4783,"Not worth the money, poor quality.",1,Electronics,304.43
R04784,C04784,P4784,"Exceeded my expectations, excellent service.",5,Toys,19.86
R04785,C04785,P4785,"Five stars, would buy again.",5,Books,52.41
R04786,C04786,P4786,"Loved it, highly recommend.",4,Toys,125.48
R04787,C04787,P4787,"Loved it, highly recommend.",5,Home Decor,170.1
R04788,C04788,P4788,"Shipping took too long, bad customer service.",2,Books,399.98
R04789,C04789,P4789,"Not worth the money, poor quality.",1,Home Decor,483.02
R04790,C04790,P4790,"Exceeded my expectations, excellent service.",5,Toys,17.87
R04791,C04791,P4791,"Not bad, but not great either.",3,Home Decor,233.39
R04792,C04792,P4792,Amazing quality and very durable.,5,Electronics,309.59
R04793,C04793,P4793,"Loved it, highly recommend.",5,Clothing,49.29
R04794,C04794,P4794,"Exceeded my expectations, excellent service.",4,Books,377.55
R04795,C04795,P4795,"Broke within a week, very disappointed.",2,Toys,22.13
R04796,C04796,P4796,"Not bad, but not great either.",3,Books,228.48
R04797,C04797,P4797,"Five stars, would buy again.",4,Electronics,84.32
R04798,C04798,P4798,"Shipping took too long, bad customer service.",2,Clothing,59.03
R04799,C04799,P4799,"Five stars, would buy again.",5,Electronics,272.57
R04800,C04800,P4800,"It's okay, not the best.",3,Home Decor,193.43
R04801,C04801,P4801,"Not worth the money, poor quality.",2,Toys,25.42
R04802,C04802,P4802,"Great product, works perfectly!",4,Home Decor,257.11
R04803,C04803,P4803,"Loved it, highly recommend.",5,Clothing,442.88
R04804,C04804,P4804,Amazing quality and very durable.,5,Toys,329.27
R04805,C04805,P4805,"Shipping took too long, bad customer service.",1,Toys,250.33
R04806,C04806,P4806,"Loved it, highly recommend.",4,Books,96.89
R04807,C04807,P4807,"It's okay, not the best.",3,Books,17.35
R04808,C04808,P4808,"Five stars, would buy again.",5,Electronics,412.7
R04809,C04809,P4809,"Shipping took too long, bad customer service.",1,Books,161.53
R04810,C04810,P4810,"Worst purchase ever, do not recommend.",2,Home Decor,461.41
R04811,C04811,P4811,"Five stars, would buy again.",5,Electronics,387.87
R04812,C04812,P4812,"Terrible experience, never buying again.",2,Electronics,373.02
R04813,C04813,P4813,"Five stars, would buy again.",5,Books,397.21
R04814,C04814,P4814,"Terrible experience, never buying again.",2,Books,499.4
R04815,C04815,P4815,Amazing quality and very durable.,4,Home Decor,59.92
R04816,C04816,P4816,"Not worth the money, poor quality.",2,Electronics,87.76
R04817,C04817,P4817,"Shipping took too long, bad customer service.",2,Toys,404.83
R04818,C04818,P4818,"Great product, works perfectly!",5,Home Decor,482.38
R04819,C04819,P4819,"Five stars, would buy again.",5,Home Decor,239.61
R04820,C04820,P4820,"Broke within a week, very disappointed.",2,Books,8.11
R04821,C04821,P4821,Amazing quality and very durable.,4,Home Decor,132.13
R04822,C04822,P4822,"Not bad, but not great either.",3,Home Decor,126.21
R04823,C04823,P4823,"Shipping took too long, bad customer service.",1,Electronics,31.63
R04824,C04824,P4824,"Broke within a week, very disappointed.",2,Toys,489.29
R04825,C04825,P4825,"Great product, works perfectly!",4,Home Decor,413.4
R04826,C04826,P4826,"Terrible experience, never buying again.",2,Clothing,380.99
R04827,C04827,P4827,"Worst purchase ever, do not recommend.",1,Home Decor,150.1
R04828,C04828,P4828,"Average quality, nothing special.",3,Home Decor,394.33
R04829,C04829,P4829,"Neutral experience, might buy again.",3,Books,451.68
R04830,C04830,P4830,"Terrible experience, never buying again.",2,Electronics,95.92
R04831,C04831,P4831,"Worst purchase ever, do not recommend.",1,Books,76.39
R04832,C04832,P4832,"Shipping took too long, bad customer service.",2,Home Decor,325.73
R04833,C04833,P4833,"Exceeded my expectations, excellent service.",5,Home Decor,12.62
R04834,C04834,P4834,"It does what it says, but nothing exceptional.",3,Electronics,174.45
R04835,C04835,P4835,"Loved it, highly recommend.",4,Toys,111.26
R04836,C04836,P4836,Amazing quality and very durable.,4,Electronics,295.92
R04837,C04837,P4837,Amazing quality and very durable.,4,Home Decor,378.89
R04838,C04838,P4838,"Worst purchase ever, do not recommend.",1,Electronics,75.25
R04839,C04839,P4839,"Not worth the money, poor quality.",1,Toys,367.62
R04840,C04840,P4840,"Not bad, but not great either.",3,Books,468.58
R04841,C04841,P4841,"Broke within a week, very disappointed.",1,Clothing,366.56
R04842,C04842,P4842,"Exceeded my expectations, excellent service.",5,Clothing,293.75
R04843,C04843,P4843,"It does what it says, but nothing exceptional.",3,Electronics,156.02
R04844,C04844,P4844,"It does what it says, but nothing exceptional.",3,Toys,412.53
R04845,C04845,P4845,"Five stars, would buy again.",5,Electronics,399.93
R04846,C04846,P4846,"Great product, works perfectly!",5,Clothing,239.86
R04847,C04847,P4847,"Great product, works perfectly!",5,Clothing,94.25
R04848,C04848,P4848,"Not worth the money, poor quality.",2,Books,310.43
R04849,C04849,P4849,Amazing quality and very durable.,4,Books,108.08
R04850,C04850,P4850,Amazing quality and very durable.,4,Home Decor,95.4
R04851,C04851,P4851,"Not bad, but not great either.",3,Home Decor,322.57
R04852,C04852,P4852,"Great product, works perfectly!",5,Books,179.8
R04853,C04853,P4853,"Broke within a week, very disappointed.",1,Toys,51.71
R04854,C04854,P4854,"Exceeded my expectations, excellent service.",5,Clothing,461.86
R04855,C04855,P4855,"Average quality, nothing special.",3,Toys,237.81
R04856,C04856,P4856,Amazing quality and very durable.,4,Toys,44.06
R04857,C04857,P4857,"Broke within a week, very disappointed.",2,Books,235.48
R04858,C04858,P4858,"Five stars, would buy again.",5,Electronics,410.08
R04859,C04859,P4859,"Great product, works perfectly!",4,Electronics,361.5
R04860,C04860,P4860,"It does what it says, but nothing exceptional.",3,Home Decor,16.93
R04861,C04861,P4861,"Not bad, but not great either.",3,Home Decor,485.48
R04862,C04862,P4862,"Five stars, would buy again.",4,Electronics,71.3
R04863,C04863,P4863,"Exceeded my expectations, excellent service.",4,Clothing,474.27
R04864,C04864,P4864,"Loved it, highly recommend.",5,Toys,414.44
R04865,C04865,P4865,"Not worth the money, poor quality.",1,Electronics,182.75
R04866,C04866,P4866,Amazing quality and very durable.,5,Books,272.32
R04867,C04867,P4867,"Broke within a week, very disappointed.",2,Toys,60.41
R04868,C04868,P4868,"Exceeded my expectations, excellent service.",4,Electronics,23.34
R04869,C04869,P4869,"Terrible experience, never buying again.",2,Home Decor,57.36
R04870,C04870,P4870,"Not worth the money, poor quality.",2,Home Decor,289.61
R04871,C04871,P4871,"Terrible experience, never buying again.",1,Books,59.67
R04872,C04872,P4872,"Exceeded my expectations, excellent service.",5,Books,477.77
R04873,C04873,P4873,"Average quality, nothing special.",3,Electronics,270.83
R04874,C04874,P4874,"Worst purchase ever, do not recommend.",2,Clothing,461.48
R04875,C04875,P4875,"Terrible experience, never buying again.",2,Home Decor,50.0
R04876,C04876,P4876,"Terrible experience, never buying again.",2,Electronics,403.68
R04877,C04877,P4877,"Terrible experience, never buying again.",2,Books,272.54
R04878,C04878,P4878,"It's okay, not the best.",3,Electronics,205.28
R04879,C04879,P4879,"Great product, works perfectly!",5,Clothing,379.94
R04880,C04880,P4880,"Terrible experience, never buying again.",1,Toys,146.34
R04881,C04881,P4881,"Terrible experience, never buying again.",2,Home Decor,305.29
R04882,C04882,P4882,Amazing quality and very durable.,4,Home Decor,270.25
R04883,C04883,P4883,"Not bad, but not great either.",3,Toys,209.74
R04884,C04884,P4884,"Terrible experience, never buying again.",1,Toys,242.09
R04885,C04885,P4885,"Five stars, would buy again.",4,Toys,216.84
R04886,C04886,P4886,"Great product, works perfectly!",4,Clothing,440.01
R04887,C04887,P4887,"Exceeded my expectations, excellent service.",4,Electronics,490.43
R04888,C04888,P4888,"Worst purchase ever, do not recommend.",2,Home Decor,338.86
R04889,C04889,P4889,"Loved it, highly recommend.",5,Toys,67.82
R04890,C04890,P4890,"Shipping took too long, bad customer service.",2,Books,234.49
R04891,C04891,P4891,Amazing quality and very durable.,4,Clothing,499.57
R04892,C04892,P4892,"Not worth the money, poor quality.",1,Books,454.39
R04893,C04893,P4893,"Shipping took too long, bad customer service.",2,Home Decor,252.6
R04894,C04894,P4894,"Shipping took too long, bad customer service.",1,Clothing,138.27
R04895,C04895,P4895,"Terrible experience, never buying again.",2,Home Decor,230.81
R04896,C04896,P4896,"Loved it, highly recommend.",5,Toys,16.7
R04897,C04897,P4897,"Great product, works perfectly!",5,Electronics,375.85
R04898,C04898,P4898,"Broke within a week, very disappointed.",2,Toys,221.97
R04899,C04899,P4899,"Terrible experience, never buying again.",2,Books,330.39
R04900,C04900,P4900,"Great product, works perfectly!",5,Clothing,488.33
R04901,C04901,P4901,"Shipping took too long, bad customer service.",1,Home Decor,488.48
R04902,C04902,P4902,"Exceeded my expectations, excellent service.",5,Home Decor,59.22
R04903,C04903,P4903,"Broke within a week, very disappointed.",2,Electronics,21.1
R04904,C04904,P4904,"Broke within a week, very disappointed.",1,Books,149.33
R04905,C04905,P4905,"Shipping took too long, bad customer service.",2,Clothing,423.95
R04906,C04906,P4906,"Neutral experience, might buy again.",3,Electronics,69.66
R04907,C04907,P4907,"Worst purchase ever, do not recommend.",2,Books,221.41
R04908,C04908,P4908,"Exceeded my expectations, excellent service.",5,Clothing,26.59
R04909,C04909,P4909,"Exceeded my expectations, excellent service.",4,Home Decor,204.81
R04910,C04910,P4910,"Great product, works perfectly!",5,Home Decor,369.8
R04911,C04911,P4911,"Exceeded my expectations, excellent service.",5,Books,383.23
R04912,C04912,P4912,"Worst purchase ever, do not recommend.",1,Toys,466.98
R04913,C04913,P4913,"Not bad, but not great either.",3,Home Decor,385.42
R04914,C04914,P4914,"Broke within a week, very disappointed.",1,Electronics,471.48
R04915,C04915,P4915,"Broke within a week, very disappointed.",2,Clothing,104.79
R04916,C04916,P4916,"Loved it, highly recommend.",4,Clothing,305.93
R04917,C04917,P4917,"Great product, works perfectly!",5,Electronics,366.53
R04918,C04918,P4918,"Great product, works perfectly!",4,Home Decor,68.29
R04919,C04919,P4919,Amazing quality and very durable.,4,Clothing,102.7
R04920,C04920,P4920,"Not worth the money, poor quality.",2,Electronics,166.39
R04921,C04921,P4921,"Shipping took too long, bad customer service.",2,Toys,119.08
R04922,C04922,P4922,"Great product, works perfectly!",4,Home Decor,272.46
R04923,C04923,P4923,"Five stars, would buy again.",5,Toys,257.38
R04924,C04924,P4924,"Worst purchase ever, do not recommend.",2,Books,138.86
R04925,C04925,P4925,"Loved it, highly recommend.",5,Toys,472.55
R04926,C04926,P4926,"Worst purchase ever, do not recommend.",2,Books,24.34
R04927,C04927,P4927,Amazing quality and very durable.,5,Toys,83.07
R04928,C04928,P4928,Amazing quality and very durable.,5,Home Decor,115.88
R04929,C04929,P4929,"Not bad, but not great either.",3,Toys,482.9
R04930,C04930,P4930,"Terrible experience, never buying again.",2,Books,208.06
R04931,C04931,P4931,"It does what it says, but nothing exceptional.",3,Books,140.79
R04932,C04932,P4932,"Loved it, highly recommend.",4,Toys,97.81
R04933,C04933,P4933,"Loved it, highly recommend.",5,Electronics,358.64
R04934,C04934,P4934,"Great product, works perfectly!",5,Home Decor,9.82
R04935,C04935,P4935,"Shipping took too long, bad customer service.",1,Home Decor,37.63
R04936,C04936,P4936,"Shipping took too long, bad customer service.",2,Home Decor,87.42
R04937,C04937,P4937,"Loved it, highly recommend.",4,Home Decor,373.02
R04938,C04938,P4938,"Loved it, highly recommend.",4,Books,248.38
R04939,C04939,P4939,"Terrible experience, never buying again.",2,Clothing,469.71
R04940,C04940,P4940,"Worst purchase ever, do not recommend.",1,Books,78.45
R04941,C04941,P4941,"Broke within a week, very disappointed.",1,Books,12.2
R04942,C04942,P4942,"Terrible experience, never buying again.",2,Clothing,451.82
R04943,C04943,P4943,"Exceeded my expectations, excellent service.",5,Toys,5.74
R04944,C04944,P4944,"Five stars, would buy again.",5,Clothing,108.03
R04945,C04945,P4945,Amazing quality and very durable.,4,Books,112.81
R04946,C04946,P4946,"Terrible experience, never buying again.",2,Home Decor,35.17
R04947,C04947,P4947,"Five stars, would buy again.",5,Books,14.0
R04948,C04948,P4948,"Worst purchase ever, do not recommend.",1,Electronics,261.9
R04949,C04949,P4949,"Terrible experience, never buying again.",2,Toys,128.09
R04950,C04950,P4950,"Loved it, highly recommend.",4,Electronics,149.39
R04951,C04951,P4951,"Great product, works perfectly!",5,Books,358.59
R04952,C04952,P4952,"Loved it, highly recommend.",5,Toys,204.64
R04953,C04953,P4953,"Broke within a week, very disappointed.",1,Home Decor,123.44
R04954,C04954,P4954,"Five stars, would buy again.",5,Electronics,60.06
R04955,C04955,P4955,Amazing quality and very durable.,5,Clothing,7.39
R04956,C04956,P4956,"Terrible experience, never buying again.",1,Toys,260.5
R04957,C04957,P4957,"Worst purchase ever, do not recommend.",1,Home Decor,288.01
R04958,C04958,P4958,"Exceeded my expectations, excellent service.",4,Home Decor,390.18
R04959,C04959,P4959,"Broke within a week, very disappointed.",2,Home Decor,499.64
R04960,C04960,P4960,"Five stars, would buy again.",5,Home Decor,65.05
R04961,C04961,P4961,"Exceeded my expectations, excellent service.",5,Books,63.96
R04962,C04962,P4962,"Broke within a week, very disappointed.",1,Books,400.17
R04963,C04963,P4963,Amazing quality and very durable.,4,Electronics,16.46
R04964,C04964,P4964,"Exceeded my expectations, excellent service.",5,Clothing,477.7
R04965,C04965,P4965,"Exceeded my expectations, excellent service.",4,Toys,425.95
R04966,C04966,P4966,"It's okay, not the best.",3,Toys,195.32
R04967,C04967,P4967,"Worst purchase ever, do not recommend.",1,Clothing,377.72
R04968,C04968,P4968,"Five stars, would buy again.",5,Toys,315.75
R04969,C04969,P4969,"Five stars, would buy again.",4,Home Decor,411.1
R04970,C04970,P4970,"Not worth the money, poor quality.",2,Toys,73.74
R04971,C04971,P4971,"Great product, works perfectly!",4,Books,249.76
R04972,C04972,P4972,"Loved it, highly recommend.",4,Books,467.24
R04973,C04973,P4973,"Average quality, nothing special.",3,Electronics,372.37
R04974,C04974,P4974,"Loved it, highly recommend.",5,Home Decor,293.08
R04975,C04975,P4975,"Exceeded my expectations, excellent service.",5,Toys,268.31
R04976,C04976,P4976,"Terrible experience, never buying again.",1,Books,387.8
R04977,C04977,P4977,"Exceeded my expectations, excellent service.",4,Clothing,364.74
R04978,C04978,P4978,"Broke within a week, very disappointed.",2,Books,371.31
R04979,C04979,P4979,"Average quality, nothing special.",3,Toys,310.8
R04980,C04980,P4980,Amazing quality and very durable.,4,Clothing,197.16
R04981,C04981,P4981,"Broke within a week, very disappointed.",2,Books,273.18
R04982,C04982,P4982,"Shipping took too long, bad customer service.",1,Toys,367.86
R04983,C04983,P4983,"Average quality, nothing special.",3,Electronics,153.6
R04984,C04984,P4984,"Five stars, would buy again.",5,Electronics,494.55
R04985,C04985,P4985,"Five stars, would buy again.",5,Books,475.72
R04986,C04986,P4986,"Great product, works perfectly!",4,Clothing,471.69
R04987,C04987,P4987,"Average quality, nothing special.",3,Clothing,433.97
R04988,C04988,P4988,"Worst purchase ever, do not recommend.",2,Electronics,276.07
R04989,C04989,P4989,"Shipping took too long, bad customer service.",1,Toys,242.61
R04990,C04990,P4990,"Broke within a week, very disappointed.",1,Home Decor,132.72
R04991,C04991,P4991,"Five stars, would buy again.",5,Clothing,126.25
R04992,C04992,P4992,"Exceeded my expectations, excellent service.",5,Clothing,30.08
R04993,C04993,P4993,"Not worth the money, poor quality.",1,Books,461.07
R04994,C04994,P4994,"Exceeded my expectations, excellent service.",5,Toys,408.89
R04995,C04995,P4995,"Shipping took too long, bad customer service.",1,Books,486.36
R04996,C04996,P4996,"Exceeded my expectations, excellent service.",4,Home Decor,259.95
R04997,C04997,P4997,"Not worth the money, poor quality.",2,Clothing,343.73
R04998,C04998,P4998,"Average quality, nothing special.",3,Books,128.28
R04999,C04999,P4999,"Loved it, highly recommend.",4,Toys,63.78
R05000,C05000,P5000,"Neutral experience, might buy again.",3,Home Decor,52.91
R05001,C05001,P5001,"Broke within a week, very disappointed.",1,Home Decor,418.34
R05002,C05002,P5002,"Shipping took too long, bad customer service.",2,Home Decor,476.78
R05003,C05003,P5003,"Five stars, would buy again.",4,Electronics,45.83
R05004,C05004,P5004,Amazing quality and very durable.,5,Home Decor,52.58
R05005,C05005,P5005,"Neutral experience, might buy again.",3,Toys,441.78
R05006,C05006,P5006,"Neutral experience, might buy again.",3,Toys,162.58
R05007,C05007,P5007,"Exceeded my expectations, excellent service.",5,Toys,332.77
R05008,C05008,P5008,Amazing quality and very durable.,4,Books,279.87
R05009,C05009,P5009,"Loved it, highly recommend.",5,Clothing,187.84
R05010,C05010,P5010,"Not bad, but not great either.",3,Books,133.27
R05011,C05011,P5011,"Exceeded my expectations, excellent service.",5,Books,253.12
R05012,C05012,P5012,"Not bad, but not great either.",3,Books,380.82
R05013,C05013,P5013,"Exceeded my expectations, excellent service.",4,Home Decor,481.61
R05014,C05014,P5014,"Terrible experience, never buying again.",2,Books,157.98
R05015,C05015,P5015,"Great product, works perfectly!",4,Clothing,486.53
R05016,C05016,P5016,"Great product, works perfectly!",5,Clothing,98.61
R05017,C05017,P5017,Amazing quality and very durable.,5,Books,133.59
R05018,C05018,P5018,"Loved it, highly recommend.",4,Home Decor,424.69
R05019,C05019,P5019,"Broke within a week, very disappointed.",2,Electronics,10.96
R05020,C05020,P5020,"It's okay, not the best.",3,Toys,184.69
R05021,C05021,P5021,"Five stars, would buy again.",5,Home Decor,165.35
R05022,C05022,P5022,Amazing quality and very durable.,5,Books,123.39
R05023,C05023,P5023,"Great product, works perfectly!",4,Clothing,209.37
R05024,C05024,P5024,"It does what it says, but nothing exceptional.",3,Electronics,19.84
R05025,C05025,P5025,"It does what it says, but nothing exceptional.",3,Books,164.22
R05026,C05026,P5026,"Great product, works perfectly!",5,Toys,472.01
R05027,C05027,P5027,"Neutral experience, might buy again.",3,Books,305.57
R05028,C05028,P5028,"Exceeded my expectations, excellent service.",4,Books,128.94
R05029,C05029,P5029,"Worst purchase ever, do not recommend.",2,Books,293.09
R05030,C05030,P5030,"Worst purchase ever, do not recommend.",1,Clothing,353.51
R05031,C05031,P5031,"Terrible experience, never buying again.",2,Electronics,432.3
R05032,C05032,P5032,Amazing quality and very durable.,4,Toys,218.81
R05033,C05033,P5033,"Not worth the money, poor quality.",2,Clothing,78.39
R05034,C05034,P5034,"Not worth the money, poor quality.",1,Clothing,31.57
R05035,C05035,P5035,"Shipping took too long, bad customer service.",2,Toys,33.99
R05036,C05036,P5036,"Great product, works perfectly!",5,Toys,73.28
R05037,C05037,P5037,"Five stars, would buy again.",4,Toys,441.21
R05038,C05038,P5038,"Average quality, nothing special.",3,Electronics,361.9
R05039,C05039,P5039,"Five stars, would buy again.",5,Toys,406.01
R05040,C05040,P5040,"Exceeded my expectations, excellent service.",5,Toys,354.64
R05041,C05041,P5041,"Worst purchase ever, do not recommend.",1,Books,271.84
R05042,C05042,P5042,"Shipping took too long, bad customer service.",2,Electronics,50.34
R05043,C05043,P5043,"Great product, works perfectly!",4,Home Decor,255.96
R05044,C05044,P5044,"Broke within a week, very disappointed.",1,Toys,460.72
R05045,C05045,P5045,"Not worth the money, poor quality.",1,Clothing,328.05
R05046,C05046,P5046,"Shipping took too long, bad customer service.",2,Clothing,259.1
R05047,C05047,P5047,"Great product, works perfectly!",4,Toys,300.25
R05048,C05048,P5048,"Loved it, highly recommend.",5,Books,384.69
R05049,C05049,P5049,"Great product, works perfectly!",4,Electronics,484.23
R05050,C05050,P5050,"Not worth the money, poor quality.",1,Home Decor,78.9
R05051,C05051,P5051,"Worst purchase ever, do not recommend.",1,Electronics,445.89
R05052,C05052,P5052,"Average quality, nothing special.",3,Toys,74.67
R05053,C05053,P5053,"Worst purchase ever, do not recommend.",2,Books,267.78
R05054,C05054,P5054,"Average quality, nothing special.",3,Toys,252.89
R05055,C05055,P5055,"Terrible experience, never buying again.",1,Toys,39.66
R05056,C05056,P5056,"Five stars, would buy again.",5,Clothing,134.73
